0.001855288	-0.001855288
0.011937557	-0.001966605
0.022019827	-0.002115028
0.032102097	-0.002263451
0.042184367	-0.002430427
0.052266637	-0.002634508
0.062348907	-0.00283859
0.072431176	-0.003042672
0.082513446	-0.003265306
0.092595716	-0.003487941
0.102677986	-0.003692022
0.112760256	-0.003877551
0.122842525	-0.004025974
0.132924795	-0.004155844
0.143007065	-0.004248609
0.153089335	-0.00432282
0.163171605	-0.004378479
0.173253875	-0.004434137
0.183336144	-0.004489796
0.193418414	-0.004526902
0.203500684	-0.00458256
0.213582954	-0.004619666
0.223665224	-0.004675325
0.233747493	-0.00471243
0.243829763	-0.004768089
0.253912033	-0.004805195
0.263994303	-0.004860853
0.274076573	-0.004897959
0.284158843	-0.004935065
0.294241112	-0.004990724
0.304323382	-0.005027829
0.314405652	-0.005064935
0.324487922	-0.005102041
0.334570192	-0.005139147
0.344652462	-0.005176252
0.354734731	-0.005213358
0.364817001	-0.005231911
0.374899271	-0.005269017
0.384981541	-0.00528757
0.395063811	-0.005306122
0.40514608	-0.005324675
0.41522835	-0.005324675
0.42531062	-0.005324675
0.43539289	-0.005324675
0.44547516	-0.005324675
0.45555743	-0.005306122
0.465639699	-0.005269017
0.475721969	-0.005231911
0.485804239	-0.005194805
0.495886509	-0.005139147
0.505968779	-0.005064935
0.516051049	-0.004990724
0.526133318	-0.004897959
0.536215588	-0.004786642
0.546297858	-0.004675325
0.556380128	-0.004545455
0.566462398	-0.004397032
0.576544667	-0.004230056
0.586626937	-0.00406308
0.596709207	-0.003877551
0.606791477	-0.003673469
0.616873747	-0.003469388
0.626956017	-0.003246753
0.637038286	-0.003005566
0.647120556	-0.002782931
0.657202826	-0.002541744
0.667285096	-0.002300557
0.677367366	-0.002040816
0.687449636	-0.001799629
0.697531905	-0.001576994
0.707614175	-0.001335807
0.717696445	-0.001113173
0.727778715	-0.000909091
0.737860985	-0.000705009
0.747943254	-0.000519481
0.758025524	-0.000352505
0.768107794	-0.000185529
0.778190064	-5.56586E-05
0.788272334	5.56586E-05
0.798354604	0.000166976
0.808436873	0.000241187
0.818519143	0.000315399
0.828601413	0.000352505
0.838683683	0.00038961
0.848765953	0.000408163
0.858848222	0.000408163
0.868930492	0.00038961
0.879012762	0.000371058
0.889095032	0.000352505
0.899177302	0.000315399
0.909259572	0.000278293
0.919341841	0.000241187
0.929424111	0.000204082
0.939506381	0.000166976
0.949588651	0.000148423
0.959670921	0.000111317
0.969753191	9.27644E-05
0.97983546	7.42115E-05
0.98991773	7.42115E-05
1	5.56586E-05
